timestamp,strategy,deployment,current_replicas,current_load_rps,avg_response_time_ms,evaluation_type
5,StandardFirstFitBinPacker,resnet50-inference,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-inference-downtown,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-inference-suburb,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-inference-industrial,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-inference-residential,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-inference-commercial,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-inference-airport,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-inference-port,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,speech-inference,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,speech-inference-downtown,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,speech-inference-suburb,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,speech-inference-industrial,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,speech-inference-residential,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,speech-inference-commercial,1,20.5,480.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-preprocessing,1,10.25,400.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-preprocessing-downtown,1,10.25,400.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-preprocessing-suburb,1,10.25,400.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-preprocessing-industrial,1,10.25,400.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-preprocessing-residential,1,10.25,400.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-preprocessing-commercial,1,10.25,400.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-preprocessing-airport,1,10.25,400.0,scaling_check
5,StandardFirstFitBinPacker,resnet50-preprocessing-port,1,10.25,400.0,scaling_check
