timestamp,strategy,deployment,current_replicas,current_load_rps,avg_response_time_ms,evaluation_type
5,HighPerformanceShortTimeBinPacker,resnet50-inference,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-inference-downtown,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-inference-suburb,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-inference-industrial,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-inference-residential,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-inference-commercial,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-training,1,0.0,0.0,scaling_check
5,HighPerformanceShortTimeBinPacker,resnet50-training-downtown,1,0.0,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-inference,2,2.6,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-inference-downtown,1,2.4,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-inference-suburb,1,0.8,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-inference-industrial,2,2.4,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-inference-residential,2,2.6,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-inference-commercial,2,2.8,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-training,2,4.6,0.0,scaling_check
10,HighPerformanceShortTimeBinPacker,resnet50-training-downtown,2,4.2,0.0,scaling_check
15,HighPerformanceShortTimeBinPacker,resnet50-inference,3,3.4,0.0,scaling_check
15,HighPerformanceShortTimeBinPacker,resnet50-inference-downtown,1,2.8,0.0,scaling_check
15,HighPerformanceShortTimeBinPacker,resnet50-inference-suburb,1,3.6,0.0,scaling_check
15,HighPerformanceShortTimeBinPacker,resnet50-inference-industrial,3,3.2,0.0,scaling_check
15,HighPerformanceShortTimeBinPacker,resnet50-inference-residential,3,4.2,0.0,scaling_check
